Sample,Trigger,post_img_blue,post_img_green,post_img_red,w_rgb_href,vtc_de_valid,vtc_hs,vtc_vs,per_frame_clken,per_frame_href,per_frame_vsync,per_img_blue,per_img_green,per_img_red,post_frame_clken,post_frame_href,post_frame_vsync,post_img_Bit,post_img_Y,post_img_pixel,u_bound_cut/I_awb_de,state
1761,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,ED,DF,1,1,1,0,00000000,000000000000000000000000,1,00001
1762,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E6,F1,F1,1,1,1,0,00000000,000000000000000000000000,1,00001
1763,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,F0,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
1764,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F7,F0,1,1,1,0,00000000,000000000000000000000000,1,00001
1765,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,ED,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
1766,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E5,F1,E1,1,1,1,0,00000000,000000000000000000000000,1,00001
1767,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F6,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
1768,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F3,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
1769,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F1,DE,1,1,1,0,00000000,000000000000000000000000,1,00001
1770,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,F1,E5,1,1,1,0,00000000,000000000000000000000000,1,00001
1771,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,F3,E1,1,1,1,0,00000000,000000000000000000000000,1,00001
1772,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,EE,DC,1,1,1,0,00000000,000000000000000000000000,1,00001
1773,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,ED,DF,1,1,1,0,00000000,000000000000000000000000,1,00001
1774,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,F4,F0,1,1,1,0,00000000,000000000000000000000000,1,00001
1775,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,EB,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
1776,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,E8,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
1777,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EF,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
1778,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,ED,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
1779,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,EF,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
1780,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,E8,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
1781,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EC,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
1782,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D7,EA,D7,1,1,1,0,00000000,000000000000000000000000,1,00001
1783,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,E8,CF,1,1,1,0,00000000,000000000000000000000000,1,00001
1784,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E3,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
1785,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E3,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
1786,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,E3,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
1787,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E2,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
1788,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E0,D1,1,1,1,0,00000000,000000000000000000000000,1,00001
1789,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,DF,D1,1,1,1,0,00000000,000000000000000000000000,1,00001
1790,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D0,DD,D1,1,1,1,0,00000000,000000000000000000000000,1,00001
1791,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CF,DF,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
1792,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CF,DD,CA,1,1,1,0,00000000,000000000000000000000000,1,00001
1793,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,DA,CF,1,1,1,0,00000000,000000000000000000000000,1,00001
1794,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CC,D8,CA,1,1,1,1,11111111,111111111111111111111111,1,00001
1795,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,DB,CF,1,1,1,1,11111111,111111111111111111111111,1,00001
1796,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CE,DF,CC,1,1,1,0,00000000,000000000000000000000000,1,00001
1797,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C9,D1,CC,1,1,1,1,11111111,111111111111111111111111,1,00001
1798,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C9,DA,C9,1,1,1,0,00000000,000000000000001110000000,1,00001
1799,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C7,D5,C4,1,1,1,0,00000000,000000000000000000000000,1,00001
1800,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C1,CE,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
1801,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,BF,B5,1,1,1,0,00000000,000000000000001110000000,1,00001
1802,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,B5,AA,1,1,1,1,11111111,111111111111111111111111,1,00001
1803,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BA,A4,1,1,1,1,11111111,111111111111111111111111,1,00001
1804,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,C1,BA,1,1,1,1,11111111,111111111111111111111111,1,00001
1805,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,D4,BD,1,1,1,1,11111111,111111111111111111111111,1,00001
1806,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C6,D6,C3,1,1,1,1,11111111,111111111111111111111111,1,00001
1807,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,D4,C4,1,1,1,1,11111111,111111111111111111111111,1,00001
1808,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C7,D3,C4,1,1,1,1,11111111,111111111111111111111111,1,00001
1809,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C1,D0,C8,1,1,1,1,11111111,111111111111111111111111,1,00001
1810,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,D0,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
1811,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C3,CC,C6,1,1,1,1,11111111,111111111111111111111111,1,00001
1812,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,D6,C8,1,1,1,0,00000000,000000000000000000000000,1,00001
1813,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C9,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
1814,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,CC,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1815,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,CF,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
1816,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C8,C4,1,1,1,0,00000000,000000000000000000000000,1,00001
1817,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,CD,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
1818,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,CA,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
1819,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,C8,C4,1,1,1,0,00000000,000000000000000000000000,1,00001
1820,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C9,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
1821,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,C9,C2,1,1,1,0,00000000,000000000000000000000000,1,00001
1822,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C9,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
1823,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C9,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
1824,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BF,CE,BC,1,1,1,0,00000000,000000000000000000000000,1,00001
1825,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,CE,D1,1,1,1,0,00000000,000000000000000000000000,1,00001
1826,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,C8,BD,1,1,1,0,00000000,000000000000000000000000,1,00001
1827,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,CF,C3,1,1,1,0,00000000,000000000000000000000000,1,00001
1828,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,C1,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
1829,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C1,D1,1,1,1,0,00000000,000000000000000000000000,1,00001
1830,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BF,C2,B9,1,1,1,0,00000000,000000000000000000000000,1,00001
1831,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C0,BD,1,1,1,0,00000000,000000000000000000000000,1,00001
1832,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C0,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
1833,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C6,B9,1,1,1,0,00000000,000000000000000000000000,1,00001
1834,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,BC,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
1835,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B8,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
1836,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,AF,8F,1,1,1,0,00000000,000000000000000000000000,1,00001
1837,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AF,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
1838,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A4,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
1839,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,99,98,1,1,1,1,11111111,111111111111111111111111,1,00001
1840,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,B1,A7,1,1,1,1,11111111,111111111111111111111111,1,00001
1841,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BA,AF,1,1,1,1,11111111,111111111111111111111111,1,00001
1842,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,BC,B3,1,1,1,1,11111111,111111111111111111111111,1,00001
1843,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BE,B1,1,1,1,1,11111111,111111111111111111111111,1,00001
1844,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BF,AF,1,1,1,1,11111111,111111111111111111111111,1,00001
1845,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BC,B8,1,1,1,0,00000000,000000000000000000000000,1,00001
1846,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B6,BC,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
1847,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BC,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
1848,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B9,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
1849,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BB,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
1850,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BE,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
1851,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B9,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
1852,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BE,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
1853,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B8,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
1854,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B8,B3,1,1,1,0,00000000,000000000000000000000000,1,00001
1855,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B9,B2,1,1,1,0,00000000,000000000000000000000000,1,00001
1856,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BF,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
1857,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B0,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
1858,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B0,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
1859,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BF,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
1860,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B7,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
1861,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B8,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
1862,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B1,AE,1,1,1,1,11111111,111111111111111111111111,1,00001
1863,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B2,B4,1,1,1,1,11111111,111111111111111111111111,1,00001
1864,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B7,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
1865,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B1,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
1866,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B4,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1867,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B2,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1868,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B4,AA,1,1,1,0,00000000,000000000000000000000000,1,00001
1869,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B2,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
1870,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B0,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1871,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B3,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1872,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B3,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
1873,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B3,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1874,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B0,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1875,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B3,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1876,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B0,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1877,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B1,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1878,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B1,A8,1,1,1,0,00000000,000000000000000000000000,1,00001
1879,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,AB,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
1880,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,AE,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1881,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,AE,A8,1,1,1,0,00000000,000000000000000000000000,1,00001
1882,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B5,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
1883,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AB,9E,1,1,1,0,00000000,000000000000000000000000,1,00001
1884,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AB,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
1885,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AB,A2,1,1,1,0,00000000,000000000000000000000000,1,00001
1886,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A7,A8,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
1887,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,AA,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1888,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,A9,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1889,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AB,A2,1,1,1,0,00000000,000000000000000000000000,1,00001
1890,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,AC,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1891,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A0,AF,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
1892,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AA,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1893,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A9,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
1894,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,A8,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
1895,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A8,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
1896,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A0,A9,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
1897,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AD,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1898,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A3,97,1,1,1,0,00000000,000000000000000000000000,1,00001
1899,0,00000000,00000000,00000000,1,1,0,0,1,1,1,90,9C,95,1,1,1,0,00000000,000000000000000000000000,1,00001
1900,0,00000000,00000000,00000000,1,1,0,0,1,1,1,89,89,86,1,1,1,0,00000000,000000000000000000000000,1,00001
1901,0,00000000,00000000,00000000,1,1,0,0,1,1,1,87,88,8D,1,1,1,0,00000000,000000000000000000000000,1,00001
1902,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8A,97,8C,1,1,1,0,00000000,000000000000000000000000,1,00001
1903,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A3,9A,1,1,1,1,11111111,111111111111111111111111,1,00001
1904,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,AD,A5,1,1,1,1,11111111,111111111111111111111111,1,00001
1905,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AC,A5,1,1,1,1,11111111,111111111111111111111111,1,00001
1906,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AA,A3,1,1,1,1,11111111,111111111111111111111111,1,00001
1907,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A8,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
1908,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AA,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1909,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AB,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
1910,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AC,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1911,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AB,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
1912,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,AC,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1913,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AB,A2,1,1,1,0,00000000,000000000000000000000000,1,00001
1914,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A8,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
1915,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A5,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1916,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,AD,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1917,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A4,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
1918,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A5,9E,1,1,1,0,00000000,000000000000000000000000,1,00001
1919,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A5,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
1920,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,AE,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
1921,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A2,9F,1,1,1,0,00000000,000000000000000000000000,1,00001
1922,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A6,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
1923,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,A4,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
1924,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A5,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1925,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A5,9C,1,1,1,1,11111111,111111111111111111111111,1,00001
1926,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A4,9C,1,1,1,1,11111111,111111111111111111111111,1,00001
1927,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A5,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
1928,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A2,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
1929,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A3,9C,1,1,1,0,00000000,000000000000000000000000,1,00001
1930,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,A3,99,1,1,1,0,00000000,000000000000000000000000,1,00001
1931,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A0,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
1932,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A1,98,1,1,1,0,00000000,000000000000000000000000,1,00001
1933,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A0,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
1934,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A2,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
1935,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,A6,98,1,1,1,0,00000000,000000000000000000000000,1,00001
1936,0,00000000,00000000,00000000,1,1,0,0,1,1,1,97,A1,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
1937,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A7,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
1938,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,9B,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
1939,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,A6,96,1,1,1,0,00000000,000000000000000000000000,1,00001
1940,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,98,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
1941,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,9A,92,1,1,1,0,00000000,000000000000000000000000,1,00001
1942,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,9D,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
1943,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9C,95,1,1,1,0,00000000,000000000000000000000000,1,00001
1944,0,00000000,00000000,00000000,1,1,0,0,1,1,1,97,9C,97,1,1,1,0,00000000,000000000000000000000000,1,00001
1945,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,9D,94,1,1,1,0,00000000,000000000000000000000000,1,00001
1946,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,9B,92,1,1,1,0,00000000,000000000000000000000000,1,00001
1947,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8C,92,8D,1,1,1,0,00000000,000000000000000000000000,1,00001
1948,0,00000000,00000000,00000000,1,1,0,0,1,1,1,87,8C,85,1,1,1,0,00000000,000000000000000000000000,1,00001
1949,0,00000000,00000000,00000000,1,1,0,0,1,1,1,84,85,7C,1,1,1,0,00000000,000000000000000000000000,1,00001
1950,0,00000000,00000000,00000000,1,1,0,0,1,1,1,80,86,7B,1,1,1,0,00000000,000000000000000000000000,1,00001
1951,0,00000000,00000000,00000000,0,0,0,0,1,1,1,7E,84,7B,1,1,1,0,00000000,000000000000000000000000,1,00001
1952,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,1,11111111,111111111111111111111111,0,00001
1953,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,1,11111111,111111111111111111111111,0,00001
1954,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,1,11111111,111111111111111111111111,0,00001
1955,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,1,11111111,111111111111111111111111,0,00001
1956,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1957,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1958,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1959,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1960,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1961,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1962,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1963,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1964,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1965,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1966,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1967,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1968,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1969,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1970,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1971,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
