Sample,Trigger,post_img_blue,post_img_green,post_img_red,w_rgb_href,vtc_de_valid,vtc_hs,vtc_vs,per_frame_clken,per_frame_href,per_frame_vsync,per_img_blue,per_img_green,per_img_red,post_frame_clken,post_frame_href,post_frame_vsync,post_img_Bit,post_img_Y,post_img_pixel,u_bound_cut/I_awb_de,state
1972,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1973,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1974,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1975,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1976,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1977,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1978,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1979,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1980,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1981,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1982,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1983,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1984,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1985,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1986,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1987,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1988,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1989,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1990,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1991,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1992,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1993,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1994,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1995,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1996,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1997,0,00000000,00000000,00000000,0,1,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1998,0,00000000,00000000,00000000,1,1,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
1999,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8C,9E,8F,0,0,1,1,11111111,111111111111111111111111,1,00001
2000,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8F,9F,9D,0,0,1,1,11111111,111111111111111111111111,1,00001
2001,0,00000000,00000000,00000000,1,1,0,0,1,1,1,94,98,9F,0,0,1,1,11111111,111111111111111111111111,1,00001
2002,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,9A,93,1,1,1,1,11111111,111111111111110011111111,1,00001
2003,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,99,91,1,1,1,0,00000000,000000000000000000000000,1,00001
2004,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,99,92,1,1,1,0,00000000,000000000000000000000000,1,00001
2005,0,00000000,00000000,00000000,1,1,0,0,1,1,1,94,9C,92,1,1,1,0,00000000,000000000000000000000000,1,00001
2006,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8B,9C,91,1,1,1,0,00000000,000000000000000000000000,1,00001
2007,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8F,9D,92,1,1,1,0,00000000,000000000000000000000000,1,00001
2008,0,00000000,00000000,00000000,1,1,0,0,1,1,1,97,9A,94,1,1,1,0,00000000,000000000000000000000000,1,00001
2009,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,9C,94,1,1,1,0,00000000,000000000000000000000000,1,00001
2010,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,A6,95,1,1,1,0,00000000,000000000000000000000000,1,00001
2011,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9C,97,1,1,1,0,00000000,000000000000000000000000,1,00001
2012,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,9D,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
2013,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9F,97,1,1,1,0,00000000,000000000000000000000000,1,00001
2014,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9D,98,1,1,1,0,00000000,000000000000000000000000,1,00001
2015,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A6,98,1,1,1,0,00000000,000000000000000000000000,1,00001
2016,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A0,98,1,1,1,0,00000000,000000000000000000000000,1,00001
2017,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9F,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
2018,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,A1,97,1,1,1,0,00000000,000000000000000000000000,1,00001
2019,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,AA,96,1,1,1,0,00000000,000000000000000000000000,1,00001
2020,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A1,97,1,1,1,1,11111111,111111111111111111111111,1,00001
2021,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A3,98,1,1,1,1,11111111,111111111111111111111111,1,00001
2022,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A0,9A,1,1,1,1,11111111,111111111111111111111111,1,00001
2023,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A1,9B,1,1,1,1,11111111,111111111111111111111111,1,00001
2024,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,AB,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
2025,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,AC,99,1,1,1,0,00000000,000000000000000000000000,1,00001
2026,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A1,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
2027,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A5,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
2028,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AD,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
2029,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A4,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
2030,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AE,9E,1,1,1,0,00000000,000000000000000000000000,1,00001
2031,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A4,9E,1,1,1,0,00000000,000000000000000000000000,1,00001
2032,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,A6,9F,1,1,1,0,00000000,000000000000000000000000,1,00001
2033,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,A5,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
2034,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,AC,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
2035,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A9,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
2036,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,AE,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
2037,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,AC,9C,1,1,1,0,00000000,000000000000000000000000,1,00001
2038,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A8,9E,1,1,1,0,00000000,000000000000000000000000,1,00001
2039,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,AE,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
2040,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A1,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
2041,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AA,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
2042,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A9,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
2043,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A8,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
2044,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A9,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
2045,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,A1,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
2046,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,B4,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
2047,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,B4,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
2048,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AF,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
2049,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A0,AD,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
2050,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,B0,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
2051,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,B7,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
2052,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A0,B7,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
2053,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B0,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
2054,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B0,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
2055,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,BA,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
2056,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B3,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
2057,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B5,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
2058,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B3,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
2059,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B3,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
2060,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AD,BE,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
2061,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B5,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
2062,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,BF,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
2063,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B8,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
2064,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B9,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
2065,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B1,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
2066,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B7,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
2067,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B9,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
2068,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B9,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
2069,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BC,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
2070,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,A4,94,1,1,1,0,00000000,000000000000000000000000,1,00001
2071,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,9D,95,1,1,1,0,00000000,000000000000000000000000,1,00001
2072,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A3,92,1,1,1,0,00000000,000000000000000000000000,1,00001
2073,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A0,99,1,1,1,0,00000000,000000000000000000000000,1,00001
2074,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,C0,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
2075,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,C6,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
2076,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C0,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
2077,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C6,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
2078,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,C1,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
2079,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C1,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
2080,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B6,CC,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
2081,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C1,B9,1,1,1,0,00000000,000000000000000000000000,1,00001
2082,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,C4,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
2083,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C5,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
2084,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C4,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
2085,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,CE,B8,1,1,1,0,00000000,000000000000000000000000,1,00001
2086,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,CE,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
2087,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C7,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
2088,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,C9,BE,1,1,1,0,00000000,000000000000000000000000,1,00001
2089,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,CB,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
2090,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,D6,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
2091,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,CB,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
2092,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C3,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
2093,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,CD,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
2094,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,C0,B4,1,1,1,1,11111111,111111111111111111111111,1,00001
2095,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BB,AE,1,1,1,1,11111111,111111111111111111111111,1,00001
2096,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,A8,8D,1,1,1,1,11111111,111111111111111111111111,1,00001
2097,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,AA,B0,1,1,1,1,11111111,111111111111111111111111,1,00001
2098,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,C1,A3,1,1,1,1,11111111,111111111111111111111111,1,00001
2099,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,CF,B8,1,1,1,0,00000000,000000000000000000000000,1,00001
2100,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C7,D8,C8,1,1,1,0,00000000,000000000000000000000000,1,00001
2101,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C7,DF,C8,1,1,1,1,11111111,111111111111111111111111,1,00001
2102,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C9,DA,CA,1,1,1,0,00000000,000000000000000000000000,1,00001
2103,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CA,DA,CB,1,1,1,0,00000000,000000000000000000000000,1,00001
2104,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CE,E5,CC,1,1,1,0,00000000,000000000000000000000000,1,00001
2105,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CC,E4,CA,1,1,1,0,00000000,000000000000000000000000,1,00001
2106,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CF,E4,D1,1,1,1,1,11111111,111111111111111111111111,1,00001
2107,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,DB,CE,1,1,1,1,11111111,111111111111111111111111,1,00001
2108,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D0,E6,CF,1,1,1,1,11111111,111111111111111111111111,1,00001
2109,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,E7,CF,1,1,1,1,11111111,111111111111111111111111,1,00001
2110,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,EA,DE,1,1,1,1,11111111,111111111111111111111111,1,00001
2111,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E3,CE,1,1,1,1,11111111,111111111111111111111111,1,00001
2112,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,EC,D2,1,1,1,1,11111111,111111111111111111111111,1,00001
2113,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,E5,D2,1,1,1,1,11111111,111111111111111111111111,1,00001
2114,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,ED,D5,1,1,1,1,11111111,111111111111111111111111,1,00001
2115,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E5,D5,1,1,1,1,11111111,111111111111111111111111,1,00001
2116,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,E8,D9,1,1,1,1,11111111,111111111111111111111111,1,00001
2117,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EF,D8,1,1,1,1,11111111,111111111111111111111111,1,00001
2118,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EE,DC,1,1,1,1,11111111,111111111111111111111111,1,00001
2119,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,EB,DB,1,1,1,1,11111111,111111111111111111111111,1,00001
2120,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,E8,D7,1,1,1,1,11111111,111111111111111111111111,1,00001
2121,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,EB,DF,1,1,1,1,11111111,111111111111111111111111,1,00001
2122,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F4,DD,1,1,1,1,11111111,111111111111111111111111,1,00001
2123,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EC,DE,1,1,1,1,11111111,111111111111111111111111,1,00001
2124,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,F6,DB,1,1,1,1,11111111,111111111111111111111111,1,00001
2125,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,F5,DC,1,1,1,1,11111111,111111111111111111111111,1,00001
2126,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,EE,DD,1,1,1,1,11111111,111111111111111111111111,1,00001
2127,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F0,D8,1,1,1,1,11111111,111111111111111111111111,1,00001
2128,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F4,DB,1,1,1,0,00000000,000000000000001110000000,1,00001
2129,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EC,DF,1,1,1,1,11111111,111111111111111111111111,1,00001
2130,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,F0,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
2131,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,F3,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
2132,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E5,F1,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
2133,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F6,E1,1,1,1,0,00000000,000000000000000000000000,1,00001
2134,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F0,F1,1,1,1,0,00000000,000000000000000000000000,1,00001
2135,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,F3,E5,1,1,1,0,00000000,000000000000000000000000,1,00001
2136,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,F3,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
2137,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E7,FB,E1,1,1,1,0,00000000,000000000000000000000000,1,00001
2138,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,F1,DE,1,1,1,0,00000000,000000000000000000000000,1,00001
2139,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,F1,DE,1,1,1,0,00000000,000000000000000000000000,1,00001
2140,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,F1,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
2141,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,F0,DF,1,1,1,0,00000000,000000000000000000000000,1,00001
2142,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,EC,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
2143,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F6,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
2144,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EF,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
2145,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EC,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
2146,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EE,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
2147,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,F2,D8,1,1,1,0,00000000,000000000000000000000000,1,00001
2148,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,E8,D3,1,1,1,0,00000000,000000000000000000000000,1,00001
2149,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E8,D5,1,1,1,0,00000000,000000000000000000000000,1,00001
2150,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DD,E0,D7,1,1,1,0,00000000,000000000000000000000000,1,00001
2151,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EC,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
2152,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,EE,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
2153,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,E3,D9,1,1,1,0,00000000,000000000000000000000000,1,00001
2154,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,E4,D5,1,1,1,0,00000000,000000000000000000000000,1,00001
2155,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E3,D2,1,1,1,0,00000000,000000000000000000000000,1,00001
2156,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E1,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
2157,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D0,E6,CF,1,1,1,0,00000000,000000000000000000000000,1,00001
2158,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D4,E2,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
2159,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CF,DB,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
2160,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CE,DB,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
2161,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,DC,CC,1,1,1,0,00000000,000000000000000000000000,1,00001
2162,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,E4,CF,1,1,1,0,00000000,000000000000000000000000,1,00001
2163,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CA,D8,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
2164,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,D9,CB,1,1,1,0,00000000,000000000000000000000000,1,00001
2165,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CC,DE,CB,1,1,1,0,00000000,000000000000000000000000,1,00001
2166,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,D1,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
2167,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,CE,B9,1,1,1,1,11111111,111111111111111111111111,1,00001
2168,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B0,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
2169,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B5,A7,1,1,1,1,11111111,111111111111111111111111,1,00001
2170,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,D3,A4,1,1,1,1,11111111,111111111111111111111111,1,00001
2171,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BF,C4,B8,1,1,1,1,11111111,111111111111111111111111,1,00001
2172,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,D0,C9,1,1,1,1,11111111,111111111111111111111111,1,00001
2173,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C6,D2,CC,1,1,1,1,11111111,111111111111111111111111,1,00001
2174,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,D1,C6,1,1,1,1,11111111,111111111111111111111111,1,00001
2175,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C3,D3,C2,1,1,1,0,00000000,000000000000001110000000,1,00001
2176,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,DC,C8,1,1,1,0,00000000,000000000000000000000000,1,00001
2177,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,D2,C3,1,1,1,0,00000000,000000000000000000000000,1,00001
2178,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C1,D0,C6,1,1,1,0,00000000,000000000000000000000000,1,00001
2179,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,D0,C4,1,1,1,0,00000000,000000000000000000000000,1,00001
2180,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B9,D5,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
2181,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,D5,C5,1,1,1,0,00000000,000000000000000000000000,1,00001
